Barcode,ISBN,Resource Type,Section,Title,Author,Status,# times Checked Out,Accession Date
459,9781889965031,Books,Judd Dolle,Mayan Calendar Birthday Book,"Koppa, Mary Fran.",,0,9/8/2015
21966,9781566394826,Books,Judd Dolle,Mayan Drifter,"Herrera, Juan Felipe.",,0,12/16/2018
16256,0939680386,Books,Judd Dolle,"Mayan factor, The","ArguÃàelles, JoseÃÅ , 1939-2011.",,0,1/11/2017
475,0385422539,Books,Judd Dolle,**Mayan Folktales,"Sexton, James D.",,4,9/8/2015
15088,,Books,Judd Dolle,Mayan Legends,,,1,7/2/2016
235401,9786077857075,Books,child 900,Mayan Legends,"Larrocha, Svetlana , author.",,0,12/7/2020
234803,9781578635337,Books,Judd Dolle,"Mayan Ouroboros, The","Melchizedek, Drunvalo , author.",,0,3/7/2020
403,9789057023408,Books,Judd Dolle,Mayan People Within And Beyond Boundaries,"Hervik, Peter , 1956-",,0,9/8/2015
234820,9789706054418,Books,Judd Dolle,Mayan Prophecies,,,0,3/7/2020
456,9789706053701,Books,Judd Dolle,Mayan Prophecies,"Braga, Herve Baeza",,1,9/8/2015
22765,9780062505651,Books,Judd Dolle,Mayan Vision Quest,"MacAdams, Cynthia , 1939-",,0,2/25/2019
235198,9780062326058,Books,Fiction,Maya's Notebook,"Allende, Isabel",,5,3/1/2017
18085,9781476776880,Books,Fiction,Maybe in another life,"Reid, Taylor Jenkins , author.",,2,6/21/2017
6118,0394944488,Books,pic. books hard,Maybe You Should Fly A Jet! Maybe You Should Be A Vet!,"LeSieg, Theo. , 1904-",,8,10/20/2015
8537,9780670037605,Books,Non-fiction,Mayflower,"Philbrick, Nathaniel.",,7,11/13/2015
300557,9781785762970,Books,Fiction,Mayfly,"Hazel, James",,0,4/2/2021
16276,9780060746377,Books,Non-fiction,Mayo Clinic guide to a healthy pregnancy,"Harms, Roger W.",,0,12/17/2016
6899,1893005267,Books,Non-fiction,Mayo clinic on high blood pressure,"Sheps, Sheldon G.",,0,10/27/2015
17274,,Books,child. Latin Am,mayo-junio babybug en espanol,Ladybug,,3,3/21/2017
22462,9780192817280,Books,Fiction,"Mayor Of Casterbridge, The","Hardy, Thomas , 1840-1928.",,0,1/17/2019
235483,9780061239533,Books,Fiction,"Maytrees, The","Dillard, Annie.",,0,12/11/2020
9781556113697,9781556113697,Books,Judd Dolle,MazatlaÏÅN,"Hunt, E. Howard  (Everette Howard) , 1918-2007.",,0,9/21/2015
1090,9781556113697,Books,Fiction,Mazatlan,"Hunt, E. Howard  (Everette Howard) , 1918-2007.",,0,3/5/2021
17797,0688111599,Books,pic. books hard,McBroom's Wonderful One-Acre Farm,"Fleischman, Sid",,4,3/31/2017
6716,,Books,Non-fiction,McGraw-Hill handbook of English.,"Shaw, Harry , 1905-",,0,11/5/2015
5553,9780071448130,Books,Non-fiction,Mcgraw-Hill's Writing An Outstanding College Application Essay,"Rankin, Estelle M.",,1,10/27/2015
234318,9780373776429,Books,Fiction,Mckettrick's Luck,"Miller, Linda Lael.",,0,12/30/2019
2206,0399147322,Books,Fiction,Mcnally's Chance,"Lardo, Vincent.",,2,9/23/2015
234479,0425162923,Books,Fiction,Mcnallys Gamble,"Sanders, Lawrence",,0,1/11/2020
1777,9781595477729,Books,Fiction,Mcteague - A Story Of San Francisco,"Norris, Frank",,1,9/28/2015
6216,0679400516,Books,Non-fiction,Me,"Hepburn, Katharine , 1907-2003.",,0,11/3/2015
300455,9780143124542,Books,Fiction,Me Before You,"Moyes, Jojo",,8,12/4/2015
4557,0142403008,Books,child adv. read,Me Oh Maya #13,"Scieszka, Jon",,1,9/29/2015
21668,9780517885574,Books,pic. books pape,**Me On The Map,"Learning, National Geographic",,3,11/20/2018
19139,9780316776967,Books,Non-fiction,Me Talk Pretty One Day,"Sedaris, David",,2,12/9/2015
235169,9780374204976,Books,Judd Dolle,Mea Cuba,"Cabrera Infante, G.  (Guillermo) , 1929-2005.",,0,10/5/2020
235,9781455581146,Books,Fiction,Mean Streak,"Brown, Sandra",,10,8/29/2015
16213,9780451463067,Books,Fiction,Mean Streets†† [MEAN STREETS] [Mass Market Paperback],"Butcher, Simon R. Green, Kat Richardson, Thomas E. Sniegoski Jim",,1,12/23/2016
5572,9780198607021,Books,Non-fiction,"Meaning Of Everything, The","Winchester, Simon.",,0,10/27/2015
234824,9781594630576,Books,Non-fiction,"Meaning Of Matthew, The","Shepard, Judy.",,0,3/11/2020
9807,9781590173008,Books,Fiction,"meaningful life, A","Davis, L. J.  (Lawrence J.)",,1,11/21/2015
15454,9780394528359,Books,Non-fiction,Means Of Ascent,"Caro, Robert A.",,1,12/27/2018
300619,9780062516084,Books,Non-fiction,"**measure of a man, The","Poitier, Sidney.",,1,11/3/2015
18826,9780778312581,Books,Fiction,Measure Of Darkness,"Jordan, Chris , 1951-",,0,10/11/2017
4885,9780851703343,Books,Judd Dolle,Mediating Two Worlds,"King, John , 1950-",,0,9/24/2015
6639,9780973216738,Books,Non-fiction,Medical Crisis,"Martin, Dr. A.W.",,0,10/27/2015
8255,9780671020675,Books,Fiction,Medicine Men,"Adams, Alice",,1,11/12/2015
5728,9780719067358,Books,Non-fiction,Medicine Transformed,"Brunton, Deborah.",,0,10/24/2015
6812,1845530381,Books,Non-fiction,Medieval towns,"Schofield, John , 1948-",,0,11/11/2015
5685,9780486260020,Books,Non-fiction,"Medieval Village, The","Coulton, G. G.  (George Gordon) , 1858-1947.",,0,10/23/2015
4830,9780062548665,Books,Non-fiction,Meditations For Women Who Do Too Much,"Schaef, Anne Wilson.",,0,10/5/2015
4829,9780345406996,Books,Non-fiction,Meditations From A Simple Path,"Teresa , Mother , 1910-1997.",,0,10/5/2015
19137,0670888206,Books,Non-fiction,"Meditations On Mary, Illustrated With Works By The Old Masters","Norris, Kathleen",,1,12/13/2017
6727,,Books,Non-fiction,Meditations on the earth,"Hughes, Holly.",,2,11/5/2015
4827,9780939680122,Books,Non-fiction,Meditations With Hildegard Of Bingen,"Uhlein, Gabriele.",,0,10/5/2015
4828,9780939680115,Books,Non-fiction,Meditations With Julian Of Norwich,"Doyle, Brendan , 1962-",,0,10/5/2015
6961,9781594862342,Books,Non-fiction,Mediterranean harvest,"Shulman, Martha Rose.",,2,10/30/2015
6974,9780688174675,Books,Non-fiction,Mediterranean Light,"Shulman, Martha R.",,2,10/30/2015
16555,9780399155659,Books,Hardcover fict,Medusa,"Cussler, Clive",,0,9/18/2015
1572,0571216595,Books,Fiction,Medusa,"Dibdin, Michael",,2,9/19/2015
18379,0590483293,Books,child adv. read,Meet Addy,"Porter, Connie",,0,12/12/2017
5130,0394826825,Books,child inter rea,**Meet Babar and His Family,"Brunhoff, Laurent De",,5,9/26/2016
17228,9781593692575,Books,child adv. read,Meet Julie,"McDonald, Megan.",,0,3/28/2017
7315,9780753813478,Books,Non-fiction,Meeting the Invisible Man,"Green, Toby",,1,11/11/2015
17728,9781846685859,Books,Non-fiction,Megachange,"Franklin, Daniel , (Daniel Ellis)",,1,2/25/2017
18537,9780545220729,Books,child inter rea,Megan the Monday Fairy,"Meadows, Daisy.",,1,8/28/2017
19021,9786071130853,Books,child. Latin Am,Mejores Amigas,"Make Believe Ideas, LTD.",,2,12/12/2017
235031,9780062856395,Books,Hardcover fict,Melmoth,"Perry, Sarah , 1979- , author.",,0,8/29/2020
18589,9780545266895,Books,child inter rea,Melodie the Music Fairy,"Meadows, Daisy.",,3,8/28/2017
16509,9781501125980,Books,Fiction,Melody Lingers on,,,4,12/9/2016
12462,9780811214384,Books,Fiction,Memento Mori,"Spark, Muriel",,3,12/10/2015
16701,9780345409676,Books,Fiction,Memnoch the Devil,"Rice, Anne",,2,12/9/2015
15599,9780571228119,Books,Non-fiction,Memoir,"McGahern, John",,2,10/14/2016
2257,0151000972,Books,Hardcover fict,Memoir From Antproof Case,"Helprin, Mark.",,2,9/24/2015
6623,0385005733,Books,Non-fiction,Memoirs,"Williams, Tennessee , 1911-1983.",,0,11/5/2015
20858,,DVDs,DVD,**Memoirs of a Geisha,,,4,6/30/2018
234290,9780965084741,Books,Fiction,**Memoirs Of A Geisha,"Golden, Arthur",,1,12/26/2019
1583,0140007857,Books,Hardcover fict,"Memoirs Of Sherlock Holmes., The","Doyle, Arthur Conan , 1859-1930.",,1,9/19/2015
6776,0395522625,Books,Non-fiction,Memoirs of the Second World War,"Churchill, Winston , 1874-1965.",,0,11/13/2015
10094,9780743453981,Books,Fiction,**Memorial Day,"Flynn, Vince",,6,11/24/2015
234297,9781590179512,Books,Non-fiction,Memories,"TeÃáffi, N. A.  (Nadezhda Aleksandrovna) , 1872-1952 , author.",,0,12/26/2019
957,155885116x,Books,Fiction,"Memories Of Ana CalderoÏÅN, The","LimoÃÅn, Graciela.",,0,9/22/2015
2008,,Books,Fiction,Memories Of Midnight,"Sheldon, Sidney",,0,9/23/2015
22095,9780749936853,Books,Fiction,Memory In Death,robb-j-d,,2,12/23/2018
1448,9780345528636,Books,Hardcover fict,"Memory Of Blood, The","Fowler, Christopher.",,3,9/21/2015
1219,0394548051,Books,Judd Dolle,Memory of Fire,"Galeano, Eduardo",,0,11/11/2015
235883,0292724853,Books,Judd Dolle,"Memory, Myth, And Time In Mexico","Florescano, Enrique.",,1,2/15/2020
6037,006016848X,Books,Non-fiction,"Men are from Mars, women are from Venus","Gray, John , 1951-",,1,11/2/2015
20154,9781608464661,Books,Non-fiction,Men Explain Things To Me,"Solnit, Rebecca",,1,2/12/2018
20011,9781932815184,Books,Hardcover fict,Men Of Bronze,"Oden, Scott.",,0,2/2/2018
300644,,DVDs,DVD,Men of Honor,,,0,4/6/2021
11928,0330267116,Books,Fiction,Men of Men,"Smith, Wilbur",,1,12/10/2015
22858,,Books,Non-fiction,Men Ships and the Sea,"Villiers, Alan",,1,11/10/2015
18051,0425093514,Books,Fiction,Men To Match My Mountains,"Stone, Irving",,0,6/21/2017
5960,,Books,Non-fiction,Mencken,"Bode, Karl",,2,11/7/2015
8563,0671897268,Books,pic. books hard,Mendel's Ladder,Karlins,,2,1/12/2016
6612,9780805092257,Books,Non-fiction,Mennonite in a Little Black Dress,"Janzen, Rhoda",,1,11/5/2015
21241,9781605295503,Books,Non-fiction,"Men's Health Big Book Of Exercise, The","Campbell, Adam , (Health and fitness writer)",,0,8/6/2018
22097,9780061807930,Books,Fiction,Mercedes Coffin,"Kellerman, Faye",,4,12/23/2018
235676,9780763690496,Books,Young Adult,Merci SuaÏÅRez Changes Gears,"Medina, Meg , author.",,0,2/3/2020
300237,0911910875,Books,Judd Dolle - Re,"Merck Manual Of Medical Information, The","Berkow, Robert , 1929-",,0,2/27/2021
3625,9780688163822,Books,Children,Mercury,"Simon, Seymour.",,2,10/3/2015
12049,9780385259958,Books,Fiction,Mercy Among Children,"Richards, David Adams",,0,12/9/2015
19093,9780143055549,Books,Fiction,Merde Actually,"Clarke, Stephen",,5,11/22/2017
5950,9781400066414,Books,Non-fiction,Mere anarchy,"Allen, Woody , 1935-",,3,11/7/2015
22365,9780060652920,Books,Non-fiction,Mere Christianity,"Lewis, C. S.  (Clive Staples) , 1898-1963.",,1,10/5/2015
6241,,Books,Non-fiction,Merida Poems and Other Poetry of Place,"Tanoury, Doug",,1,11/5/2015
235578,,Books,Judd Dolle,Merida with Doors Open,,,0,12/21/2020
4809,9780156028349,Books,Fiction,Meridian,"Walker, Alice , 1944-",,2,9/23/2015
18662,0891074368,Books,Fiction,Merlin,"Lawhead, Stephen R.",,0,9/13/2017
14626,0713720158,Books,Non-fiction,Merlin and Woman,"Stewart, R. J.",,0,6/18/2016
1688,0670033944,Books,Hardcover fict,"Mermaid Chair, The","Kidd, Sue Monk.",,3,9/25/2015
3356,9780002250382,Books,Judd Dolle,Mermaids,"Gachot, Theodore",,0,4/4/2016
300678,9781250094032,Books,Fiction,"Mermaids Singing, The","McDermid, Val , author.",,1,4/7/2021
11769,0345443950,Books,Fiction,Merrick,"Rice, Anne",,1,12/9/2015
2729,0675042097,Books,child 300,Merrill Spelling For Word Mastery,"Patton, David Hubert",,0,10/5/2015
5016,0399209212,Books,Holidays,Merry Christmas,"Willson, Robina Beckles.",,4,10/22/2015
3285,9780316210683,Books,Hardcover fict,"Merry Christmas, Alex Cross","Patterson, James",,3,2/27/2016
12474,9780446676076,Books,Fiction,Message in a Bottle,"Sparks, Nicholas",,1,12/10/2015
17347,9780312426859,Books,Fiction,Messenger of Truth,"Winspear, Jacqueline",,1,3/20/2017
2288,0399153357,Books,Hardcover fict,"Messenger, The","Silva, Daniel , 1960-",,4,9/29/2015
300290,9780060929619,Books,Fiction,"Messenger, The","Montero, Mayra",,2,9/22/2015
4268,9780915811519,Books,Non-fiction,Messengers Of Light,"Taylor, Terry Lynn",,0,10/14/2015
2505,9780671016869,Books,Non-fiction,"Messengers, The","Ingram, Julia.",,1,10/2/2015
19038,0516238175,Books,child inter rea,Messy Bessey's School Desk,"McKissack, Fredrick.",,1,12/12/2017
7385,9780374528492,Books,Non-fiction,"Metaphysical Club, The","Menand, Louis.",,0,3/25/2021
4453,0394712447,Books,Non-fiction,"Method Of Zen., The","Herrigel, Eugen , 1884-1955.",,5,10/14/2015
1463,0060584009,Books,Hardcover fict,Metro Girl,"Evanovich, Janet",,3,9/21/2015
2411,0525155627,Books,Non-fiction,**Metropolitan Life,"Lebowitz, Fran.",,3,10/2/2015
561,083590539x,Books,Judd Dolle,Mexican American Literature.,,,0,9/12/2015
22625,,Books,Judd Dolle,Mexican and Central American Mythology,"Nicholson, Irene",,1,2/4/2019
842,,Books,Judd Dolle,Mexican Art,"FernaÃÅndez, Justino , 1904-1972-",,0,9/12/2015
321,9780816512874,Books,Judd Dolle,"Mexican Border Cities, The","Arreola, Daniel D.  (Daniel David) , 1950-",,0,9/8/2015
384,,Books,Judd Dolle,Mexican Cities Of The Gods,"Helfritz, Hans , 1902-1995.",,0,9/14/2015
774,9783895089862,Books,Judd Dolle,Mexican Cooking,"Pan-Passmore, Jacki",,0,9/12/2015
300547,9781586852559,Books,Judd Dolle,Mexican Country Style,"Witynski, Karen , 1960-",,0,3/29/2021
21892,9780767920902,Books,Judd Dolle,Mexican Days,"Cohan, Tony.",,2,9/12/2015
22368,9781450554558,Books,Judd Dolle,Mexican Empire,"Hyde, H. Montgomery",,1,1/20/2019
21046,9781416540175,Books,Judd Dolle,Mexican Enough,"Elizondo Griest, Stephanie , 1974-",,4,7/16/2018
831,0914778706,Books,Judd Dolle,Mexican Etiquette And Ethics,"De Mente, Boye.",,3,9/12/2015
609,0809317303,Books,Judd Dolle,"Mexican Folk Pottery Tradition, A","Kaplan, Flora S.",,1,9/28/2015
300019,9780525620785,Books,Fiction,**Mexican Gothic,"Moreno-Garcia, Silvia , author.",,2,1/15/2021
235281,9780525620785,Books,Fiction,**Mexican Gothic,"Moreno-Garcia, Silvia , author.",,4,11/5/2020
610,,Books,Judd Dolle,Mexican Homes of Today,"Shipway, Verna Cook",,2,9/28/2015
300466,9781607747772,Books,Non-fiction,Mexican Ice Cream,"Gerson, Fany , author.",,0,3/27/2021
235775,,Books,Judd Dolle,Mexican Jewry,"Lerner, Ira T.",,0,2/7/2020
782,9780688174668,Books,Judd Dolle,Mexican Light,"Shulman, Martha Rose.",,2,9/12/2015
783,9780399517419,Books,Judd Dolle,Mexican Light Cooking,"Long, Kathi.",,1,9/12/2015
406,9781565841789,Books,Judd Dolle,Mexican Lives,"Hellman, Judith Adler",,0,9/8/2015
300767,9788415118145,Books,Judd Dolle,Mexican Modern Painting From The Andr‚es Blaisten Collection.,,,0,4/10/2021
793,9781552129296,Books,Judd Dolle,Mexican Mornings,"Hogan, Michael",,0,9/14/2015
234038,9786079533809,Books,Judd Dolle,Mexican Mosaic,"Gallop, Rodney",,0,12/9/2019
235124,9780520271623,Books,Judd Dolle,Mexican Muralism,"Anreus, Alejandro.",,0,9/11/2020
320,,Books,Judd Dolle,"Mexican National Museum Of Anthropology, The","Bernal, Ignacio",,0,9/8/2015
23096,9781608461820,Books,Judd Dolle,"Mexican Revolution, The","Easterling, Stuart.",,5,4/19/2019
21863,1565843118,Books,Judd Dolle,"Mexican Shock, The","CastanÃÉeda, Jorge G. , 1953-",,0,9/8/2015
920,0852639708,Books,Judd Dolle,Mexican Textile Techniques,"Sayer, ChloeÃà.",,1,9/12/2015
23173,9780811833783,Books,Judd Dolle,Mexican Textiles,"Takahashi, Masako , 1944-",,1,5/11/2019
797,9781595340344,Books,Judd Dolle,Mexican Writers On Writing,"Peden, Margaret Sayers.",,0,9/12/2015
16521,,DVDs,DVD,"Mexican, The",,,3,12/9/2016
812,0395127408,Books,Judd Dolle,"Mexican-American Authors,","Paredes, AmeÃÅrico , 1915-1999 , comp.",,0,9/12/2015
416,9781857883428,Books,Judd Dolle,Mexicans & Americans,"Crouch, Ned.",,3,9/8/2015
697,9780060973100,Books,Judd Dolle,"Mexicans, The","Oster, Patrick.",,1,9/15/2015
22824,9781786570239,Books,Judd Dolle,Mexico,"Noble, John , 1951 October 11- , author.",,5,3/4/2019
235127,0060929170,Books,Judd Dolle,Mexico,"Krauze, Enrique",,0,9/11/2020
19772,9780679416494,Books,Fiction,Mexico,"Michener, James A.",,12,9/22/2015
14561,9780199773879,Books,Judd Dolle,Mexico,"Camp, Roderic A.",,2,4/18/2016
14562,9781883513153,Books,Judd Dolle,Mexico,"Mayo, C. M.",,2,4/18/2016
22562,9780241130674,Books,Judd Dolle,Mexico,"Edmunds, Tom Owen",,0,2/2/2019
2683,080945128X,Books,Judd Dolle,Mexico,,,3,9/25/2015
2974,9780972962223,Books,Judd Dolle - Re,Mexico,"MD, Robert H. Page",,0,9/22/2015
801,9781566913515,Books,Judd Dolle,Mexico,"Luboff, Ken",,1,9/14/2015
17690,9780898864243,Books,Judd Dolle,Mexico,"Conrad, Jim.",,1,3/10/2017
21761,0060163259,Books,Judd Dolle,Mexico,"Krauze, Enrique",,0,12/5/2018
21841,9781412811514,Books,Judd Dolle,Mexico,"Grayson, George W. , 1938-",,0,12/8/2018
819,9781883513153,Books,Judd Dolle,Mexico,"Mayo, C. M.",,2,9/12/2015
649,9781904777656,Books,Judd Dolle,"Mexico & Central America, 16Th","Hutchison, Peter",,2,9/12/2015
16965,,Books,Judd Dolle,Mexico A Country Study,,,0,2/1/2017
342,0292750323,Books,Judd Dolle,"Mexico And The United States In The Oil Controversy, 1917-1942","Meyer, Lorenzo.",,0,9/8/2015
471,1570750181,Books,Judd Dolle,Mexico At The Crossroads,"Tangeman, Michael.",,0,9/8/2015
394,0385010685,Books,Judd Dolle,Mexico Before Cortez,"Bernal, Ignacio.",,2,9/14/2015
23074,9789814155779,Books,Judd Dolle,Mexico Chic,"Kastelein, Barbara",,0,4/15/2019
695,0841908400,Books,Judd Dolle,Mexico In Crisis,"Hellman, Judith Adler.",,0,9/15/2015
440,0804006636,Books,Judd Dolle,Mexico Mystique,"Waters, Frank , 1902-1995.",,1,9/8/2015
14565,9780292708433,Books,Judd Dolle,Mexico Profundo,"Batalla, Guillermo Bonfil",,5,4/18/2016
659,,Books,Judd Dolle,Mexico Revisited.,"Fergusson, Erna , 1888-1964.",,0,9/12/2015
686,9780521423724,Books,Judd Dolle,Mexico Since Independence,"Bethell, Leslie.",,0,9/15/2015
300148,,Books,Judd Dolle,Mexico South,"Covarrubias, Miguel ",,1,9/17/2015
300545,9783822840146,Books,Judd Dolle,Mexico Style (Icons),,,0,3/29/2021
242,9780872864931,Books,Judd Dolle,Mexico Unconquered,"Gibler, John.",,0,10/12/2020
732,0671703412,Books,Fiction,Mexico Way,"Moss, Robert",,0,9/22/2015
926,,Books,Judd Dolle,"**Mexico, A Land Of Volcanoes","Schlarman, Joseph H. L.",,1,9/15/2015
289,0819150355,Books,Judd Dolle,"Mexico, Chaos On Our Doorstep","Sanders, Sol W.",,0,9/15/2015
20778,,DVDs,Judd Dolle,"Mexico, La Historia de su Democracia",,,0,6/30/2018
398,019631691X,Books,Judd Dolle,Mexico: The Struggle For Modernity,"Cumberland, Charles Curtis.",,4,9/14/2015
677,0065-0684,Books,Judd Dolle,Mexico-United States Relations,"Purcell, Susan Kaufman.",,0,9/15/2015
314,1893554732,Books,Judd Dolle,Mexifornia,"Hanson, Victor Davis.",,4,9/8/2015
14471,,DVDs,Children's DVD,Mi Amigo Secreto,,,0,4/26/2016
22683,,DVDs,DVD,MI-5,,,0,5/25/2019
22682,,DVDs,DVD,MI-5,,,0,5/25/2019
22680,,DVDs,DVD,MI-5,,,1,5/25/2019
234345,9780545202510,Books,child inter rea,Mia The Bridesmaid Fairy,"Meadows, Daisy",,1,12/30/2019
13620,,DVDs,DVD,Miami Vice,,,1,12/15/2015
300752,,DVDs,DVD,Michael Collins,,,0,4/10/2021
2476,9781597377010,Audiobooks,Audiobooks,Michael Connelly CD Collection 1,"Connelly, Michael",,1,8/22/2016
19955,9780751508512,Books,Non-fiction,Michael Douglas,"Lawson, Alan",,0,1/31/2018
21078,9780439410748,Books,Young Adult,Michael Jordan,"Lovitt, Chip",,0,7/20/2018
19959,9780060761363,Books,Fiction,Michael Tolliver Lives,"Maupin, Armistead",,1,2/1/2018
16429,0674572866,Books,Non-fiction,Michel Foucault,"Eribon, Didier",,1,1/12/2017
7294,9782061007259,Books,Non-fiction,Michelin The Green Guide Spain,Michelin,,3,11/10/2015
3015,1563137607,Books,Judd Dolle,Michigan,"Muench, David.",,0,9/24/2015
19107,978-1-4516-6144-6,Books,Non-fiction,Mick,"Andersen, Christopher",,2,11/29/2017
3681,0553055739,Books,pic. books hard,Mickey Meets The Giant,"Disney, Walt",,1,10/27/2015
15258,9780061776458,Books,child adv. read,Micro,"Crichton, Michael",,2,8/8/2016
18836,9780385264761,Books,Fiction,Midaq Alley,"Mahfouz, Naguib",,1,12/2/2015
7327,0809305623,Books,Non-fiction,Midcentury America; life in the 1850's.,"Bode, Carl , 1911- 1993 , comp.",,0,11/11/2015
11495,0066209463,Books,Fiction,Middle age,"Oates, Joyce Carol , 1938-",,5,12/4/2015
21806,0688145906,Books,Fiction,"Middle Ages, The","Fields, Jennie.",,1,12/10/2018
235815,9780742529779,Books,Non-fiction,Middle East Illusions,"Chomsky, Noam",,1,2/8/2020
10352,9780449912324,Books,Fiction,Middle Heart,"Enterprises, Inc. Bette Bao Lord",,1,12/2/2015
11172,9780452266384,Books,Fiction,Middle Passage,"Johnson, Charles",,2,12/1/2015
